bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,GreenRating,neighborhood
1008590064,"105 Madison Ave, New York, NY 10016",Vornado Realty Trust,Ashtin Group,2005,20.5,23,234970,222970,81.5,A,91,,89,B,Brett Rovner (212) 271-0278 (p),,Midtown South-Flatiron-Union Square
1008590072,"112 Madison Ave, New York, NY 10016",Samco Properties,Newmark,2018,12,11,88560,82060,91.9,B,82,,78,B,Brett Harvey (212) 372-2099 (p),,Midtown South-Flatiron-Union Square
1008600001,"285 5 Ave, New York, NY 10118",Brause Realty,Resolution Real Estate,2019,16,116,614040,533324,100,A,100,,91,B,Jonata Dayan (212) 519-2009 (p),LEED Gold,Midtown South-Flatiron-Union Square
1008600045,"450 Park Ave South, New York, NY 10016",Moinian Group,CBRE,2010,12,41,172831,156338,76.2,A,85,89,,B,Jared London (212) 984-6608 (p),,Midtown South-Flatiron-Union Square
1008610001,"303 5 Ave, New York, NY 10016",Regency Property,Okada & Company,2009,20,171,160454,148454,95.4,B,79,,78,B,Hiro Iwata (212) 244-4240 (p),,Midtown South-Flatiron-Union Square
1008610015,"134 Madison Ave, New York, NY 10016",Williams Equities,Colliers,2012,16,1,272000,229902,100,B,77,,74,B,Mac Roos (212) 716-3827 (p),,Flatiron
1008610022,"135 Madison Ave, New York, NY 10016",Rosen Equities,Koeppel Rosen,2016,12,24,180019,172236,75.8,B,77,,74,B,Max Koeppel (212) 249-1855 (p),,Midtown South-Flatiron-Union Square
1008610047,"44 E 32nd St, New York, NY 10016",Windsor Management,GFP Real Estate,2013,12,13,83623,73623,92.1,A,86,85,,C,Roy Lapidus (212) 372-2170 (p),,Midtown South-Flatiron-Union Square
1008610049,"38 E 32nd St, New York, NY 10016",Williams Equities,Colliers,1990,12,1,85845,80000,100,B,81,,90,C,Mac Roos (212) 716-3827 (p),,Midtown South-Flatiron-Union Square
1008610064,"148 Madison Ave, New York, NY 10016",Winoker Realty,Adams & Company,2013,16,19,71871,71871,88.5,D,71,,85,B,Jeff Buslik (917) 326-5532 (p),,Midtown South-Flatiron-Union Square
1008610072,"6 E 32nd St, New York, NY 10016",Himmel + Meringoff,Himmel + Meringoff,2015,11,13,145500,140750,63.1,A,89,,88,B,Adam Weissleder (212) 337-7763 (p),,Midtown East
1008610075,"315 5 Ave, New York, NY 10016",Gilar Realty,Okada & Company,1995,11,44,56000,56000,96,D,15,,50,B,Hiro Iwata (212) 244-4240 (p),,Midtown South-Flatiron-Union Square
1008620013,"15 E 32nd St, New York, NY 10016",Rian Holding,Resolution Real Estate,2019,12,13,57156,45000,100,C,64,90,,B,Barry Bernstein (212) 519-2014 (p),,Midtown East
1008620026,"31 E 32nd St, New York, NY 10016",Kiamie Industries,Savitt Partners,1986,12,16,53934,48934,92.3,B,84,85,,C,Elliot Zelinger (212) 452-6078 (p),,Midtown South-Flatiron-Union Square
1008620045,"30 E 33rd St, New York, NY 10016",Samco Properties,Newmark,2008,12,10,91554,85054,90.7,B,74,,88,B,Brett Harvey (212) 372-2099 (p),,Midtown East
1008630027,"169 Madison Ave, New York, NY 10016",GFP Real Estate,GFP Real Estate,2017,16,60,113182,106182,80.7,B,81,,81,B,Allen Gurevich (212) 609-7141 (p),,Flatiron
1008630060,"183 Madison Ave, New York, NY 10016",APF Properties,Avison Young,2004,17,94,233484,202484,68.5,A,88,,82,B,John Ryan (212) 729-4971 (p),,Flatiron
1008630067,"178 Madison Ave, New York, NY 10016",Prudential,Newmark,2017,24,1,280956,217564,100,B,82,80,,B,Eric Cagner (212) 372-2279 (p),,Flatiron
1008650014,"200 Madison Ave, New York, NY 10016",George Comfort & Sons,George Comfort & Sons,2012,26,35,659245,563517,71.2,B,73,75,,A,Andrew Conrad (212) 542-2101 (p),,Flatiron
1008660001,"389 5 Ave, New York, NY 10016",Rosen Equities,Koeppel Rosen,2018,12,61,122686,109824,95,C,69,,81,B,Max Koeppel (212) 249-1855 (p),,Bryant Park
1008660076,"397 5 Ave, New York, NY 10016",Hilson Management,Adams & Company,2004,8.5,17,156760,138461,80,C,58,52,,B,Jeff Buslik (917) 326-5532 (p),,Midtown-Times Square
1008680008,"5 E 38th St, New York, NY 10016",Winter Organization,Newmark,1991,12,28,82878,72492,78.2,C,59,,78,C,William Cohen (212) 372-2233 (p),,Midtown-Times Square
1008680016,"260 Madison Ave, New York, NY 10016",Sapir Organization,CBRE,2015,22,26,568459,481414,97.9,A,87,,78,B,,LEED Platinum,Midtown-Times Square
1008680025,"261 Madison Ave, New York, NY 10016",Sapir Organization,CBRE,2013,27,38,396239,325956,100,A,86,,82,A,Jared London (212) 984-6608 (p),,Midtown-Times Square
1008680072,"437 5 Ave, New York, NY 10016",Joseph P. Day,Colliers,1986,11,17,67365,61240,81.9,C,65,,89,C,,,Midtown-Times Square
1008690034,"90 Park Ave, New York, NY 10016",Vornado Realty Trust,Vornado Realty Trust,2014,41,65,868814,855860,97.2,C,67,83,,A,Jared Silverman (212) 894-7458 (p),,Midtown-Times Square
1008690066,"10 E 40th St, New York, NY 10016",Joseph P. Day,Joseph P. Day,2008,48,86,430070,400080,68.2,C,62,,77,C,,,Midtown-Times Square
1008710003,"32 Union Square, New York, NY 10003",GFP Real Estate,GFP Real Estate,2004,12,151,145772,115552,85.5,B,75,,70,B,Barbara Yagoda (212) 372-2168 (p),,Midtown
1008710060,"30 Irving Pl, New York, NY 10003",Samco Properties,Newmark,1989,12,13,102805,96805,90.9,A,92,,87,B,Brett Harvey (212) 372-2099 (p),,Midtown
1008710070,"116 E 16th St, New York, NY 10003",Samco Properties,Newmark,1988,12,12,67625,52405,78.2,C,65,,81,B,Natalie Serio (212) 331-0123 (p),,Gramercy
1008720013,"35 Irving Pl, New York, NY 10003",GFP Real Estate,GFP Real Estate,1967,12,1,349777,288402,100,A,95,90,,B,Alphie Toro (212) 372-2183 (p),,Gramercy
1008730067,"215 Park Ave South, New York, NY 10003",SL Green Realty,SL Green Realty,1982,20,52,333340,275213,89,B,81,75,,B,Gary Rosen (212) 216-1687 (p),,Gramercy
1008760001,"251 Park Ave South, New York, NY 10010",Feil Organization,Feil Organization,2015,16,17,104048,77011,100,A,98,,92,A,,,Gramercy
1008760006,257 PARK AVENUE SOUTH,Feil Organization,Feil Organization,1988,20,1,220736,176148.05,100,N (exempt),55,,65,A,,,Gramercy
1008780065,"120 E 23rd St, New York, NY 10010",Williams Equities,Colliers,2011,12,15,220511,200757,84.7,B,80,,79,B,Michael Berger (212) 716-3643 (p),,Gramercy
1008790081,"315 Park Ave South, New York, NY 10010",Columbia University,Newmark,1986,20,25,356330,298082,79.5,B,72,86,,B,,,Flatiron
1008800014,"121 E 24th St, New York, NY 10010",Adams & Company,Adams & Company,1987,12,18,65000,54694,100,A,95,,94,B,Brad Cohn (917) 326-5537 (p),,Gramercy
1008800084,"104 E 25th St, New York, NY 10010",Williams Equities,Colliers,2005,12,16,130000,97146,100,B,83,,82,B,Michael Berger (212) 716-3643 (p),,Gramercy
1008810001,"351 Park Ave South, New York, NY 10010",M.D. Carlisle Construction,Lee & Associates,1988,12,23,269231,217377,69,B,76,,62,B,Richard Plehn (212) 776-1212 (p),,Gramercy
1008820076,"116 E 27th St, New York, NY 10016",Samco Properties,Newmark,2017,12,1,70217,70217,100,B,81,,80,B,Brett Harvey (212) 372-2099 (p),,Gramercy
1008830088,"401 Park Ave South, New York, NY 10016",Himmel + Meringoff,Himmel + Meringoff,2010,12,19,248566,232000,83,C,53,,62,B,Adam Weissleder (212) 337-7763 (p),,Flatiron
1008860001,"443 Park Ave South, New York, NY 10016",443 Park Avenue South,Koeppel Rosen,2016,11,28,75588,65703,83.6,B,82,,77,B,Max Koeppel (212) 249-1855 (p),,Murray Hill-Kips Bay
1008870095,"471 Park Ave South, New York, NY 10016",Williams Equities,Colliers,2022,34,78,449437,433877,60.6,A,94,,87,A,Mac Roos (212) 716-3827 (p),,Murray Hill-Kips Bay
1009030047,"220 E 23rd St, New York, NY 10010",A. Shalom Realty,JLL,1985,12,77,150355,115291,76,A,91,,86,B,Henry Warner (212) 812-6453 (p),,Gramercy
1009400012,"321 E 34th St, New York, NY 10016",Adams & Company,Adams & Company,2001,12,26,105572,105572,89.5,A,75,,70,B,David Levy (917) 326-5500 (p),,Midtown East
1009930001,"561 7 Ave, New York, NY 10018",Handler Real Estate Services,Handler Real Estate Services,1991,21,26,71741,60050,95.7,C,55,,65,B,Darell Handler (646) 597-6171 (p),LEED Platinum,Garment District
1009930022,"115 W 40th St, New York, NY 10018",Adams & Company,Adams & Company,2016,22,1,304345,304345,100,B,83,75,,B,David Levy (917) 326-5500 (p),,Garment District
1009930029,"5 Bryant Park, New York, NY 10018",Savanna Real Estate Fund,CBRE,2021,35,95,682914,614006,80.4,B,72,85,,A,Neil King (212) 984-8352 (p),,Midtown-Times Square
1009930055,"1441 Broadway, New York, NY 10018",L.H. Charney Associates,Colliers,2019,33,1,494868,450730,100,N (exempt),76,,71,A,Richard Doolittle (212) 716-3520 (p),LEED Platinum,Financial District
1009940001,"1459 Broadway, New York, NY 10019",Swig Equities,Himmel + Meringoff,2017,48,70,1079378,1059378,100,B,79,63,,B,Adam Weissleder (212) 337-7763 (p),,Financial District
1009950033,"1111 Ave Of The Americas, New York, NY 10036",Brookfield,CBRE,2001,55,48,2212675,568383,98.8,C,59,,57,A,Peter Turchin (212) 984-8364 (p),,Midtown-Times Square
1009960001,"1500 Broadway, New York, NY 10036",Tamares Group,CBRE,1989,33,69,508344,401298,60.3,D,27,,49,A,Paul Amrich (212) 984-8122 (p),,Midtown-Times Square
1009960029,"1133 Ave Of The Americas, New York, NY 10036",Durst Organization,Durst Organization,2015,44,44,977035,838075,88.3,B,77,,69,A,Rocco Romeo (212) 257-6630 (p),,Midtown-Times Square
1009970029,"1155 Ave Of The Americas, New York, NY 10036",Durst Organization,Durst Organization,2016,40,43,686838,681611,92.3,B,75,75,,A,Rocco Romeo (212) 257-6630 (p),,Midtown-Times Square
1009970041,"120 W 45th St, New York, NY 10036",Kamber Management,JLL,2011,40,66,426056,414076,85.4,C,60,59,,A,Paul Glickman (212) 418-2646 (p),,Midtown-Times Square
1009980012,"145 W 45th St, New York, NY 10036",Fatollah Hematian,LSL Advisors,1989,12,85,81698,65372,100,B,88,,87,B,Daniel Lolai (212) 278-8071 (p),,Times Square
1009980024,"115 W 45th St, New York, NY 10036",Kiamie Industries,Windsor Management,1987,12,29,53281,43281,82.8,D,45,,73,B,Phillip Kiamie (212) 213-2112 (p),,Midtown-Times Square
1009990003,"1560 Broadway, New York, NY 10036",Actors' Equity Association,CBRE,1999,17,84,236119,191882,99.8,A,92,,88,A,,,Times Square
1009990009,"151 W 46th St, New York, NY 10036",Elo Realty,Elo Realty,1998,14,2,61160,56160,100,D,26,,51,C,Jack Elo (212) 997-5540 (p),,Times Square
1009990019,"114 W 47th St, New York, NY 10036",Durst Organization,Durst Organization,2019,25,1,577534,549945.75,100,B,76,75,,A,Eric Engelhardt (212) 667-8704 (p),,Midtown-Times Square
1009990029,"1185 Ave Of The Americas, New York, NY 10036",SL Green Realty,SL Green Realty,2013,42,50,1041308,672763,91.4,C,67,55,,A,Gary Rosen (212) 216-1687 (p),,Midtown-Times Square
1010030005,"135 W 50th St, New York, NY 10020",DMLG Builders,George Comfort & Sons,2022,23,52,751395,715990.5842,100,A,95,72,,A,Matt Coudert (212) 542-2121 (p),,Midtown-Times Square
1010040020,"787 7 Ave, New York, NY 10019",CommonWealth Partners,CBRE,2020,51,48,1811610,1553937,97.9,C,63,52,,A,Howard Fiddle (212) 984-6525 (p),,Midtown-Times Square
1010040029,"1285 Ave Of The Americas, New York, NY 10019",RXR Realty,CBRE,2017,39,77,1708404,971197,95.4,B,75,80,,A,Ryan Alexander (212) 984-7148 (p),,Midtown-Times Square
1010070029,"1345 Ave Of The Americas, New York, NY 10019",Blackstone,CBRE,2020,49,50,1900241,1832312,92.4,D,40,15,,A,Peter Turchin (212) 984-8364 (p),,Midtown-Times Square
1010080037,"106 W 56th St, New York, NY 10019",Savanna Real Estate Fund,CBRE,2018,27,20,87573,87573,68,N (exempt),81,,77,A,Peter Turchin (212) 984-8364 (p),,Midtown-Times Square
1010090005,"152 W 57th St, New York, NY 10019",TF Cornerstone,Newmark,1988,61,103,599778,527326.1744,97.5,B,78,99,,A,Matthew Leon (212) 372-2041 (p),,Midtown-Times Square
1010140033,"3 Times Square, New York, NY 10036",Rudin,Cushman & Wakefield,1999,32,2,855000,813070,67.4,N (exempt),64,,63,A,John Cefaly (212) 841-5977 (p),LEED Platinum,Times Square
1010150029,"1493 Broadway, New York, NY 10036",Paramount Group,CBRE,2018,32,201,762028,614707,85.3,D,46,75,,A,Ryan Alexander (212) 984-7148 (p),LEED Platinum,Midtown-Times Square
1010160036,"1515 Broadway, New York, NY 10036",SL Green Realty,SL Green Realty,2013,54,1,2052075,1440374,100,N (exempt),58,69,,A,Larry Swiger (212) 216-1628 (p),,Midtown-Times Square
1010210019,"1613 Broadway, New York, NY 10019",Vornado Realty Trust,CBRE,2020,11,24,158150,158150,100,B,65,,77,B,Stephen Siegel (212) 984-8100 (p),,Financial District
1010240015,"1675 Broadway, New York, NY 10019",Rudin,Rudin,2018,35,1,736407,752000,100,N (exempt),79,,68,A,Robert Steinman (212) 407-2490 (p),,Midtown-Times Square
1010250025,"1690 Broadway, New York, NY 10019",Vornado Realty Trust,Newmark,2021,41,36,594030,553559,85.6,B,72,80,,A,Daniel Levine (212) 372-2319 (p),,Midtown-Times Square
1010250043,"1697 Broadway, New York, NY 10019",CBS,Cushman & Wakefield,2015,13,2,105950,53906,97.3,N (exempt),2,,45,B,Heather Thomas (212) 841-7520 (p),,Financial District
1010260032,"848 7 Ave, New York, NY 10019",Vornado Realty Trust,Avison Young,2020,12.5,50,78750,74550,55.5,A,94,,89,B,John Ryan (212) 729-4971 (p),LEED Gold,Garment District
1010270020,"1740 Broadway, New York, NY 10019",EQ Office,EQ Office,2020,26,53,519600,511700,100,A,90,60,,A,,,Financial District
1010280029,"888 7 Ave, New York, NY 10106",Vornado Realty Trust,Vornado Realty Trust,2017,45,103,816596,437052,92.9,C,59,,73,A,Ryan Levy (212) 894-7472 (p),,Midtown-Times Square
1010290053,"1784 Broadway, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2018,20,26,206334,189334,100,D,35,,55,B,,,Financial District
1010320048,"330 W 42nd St, New York, NY 10036",Deco Towers Associates,Newmark,2021,33,60,552775,469858.75,11.2,A,100,,86,A,,,Hell's Kitchen
1010400029,"825 8 Ave, New York, NY 10019",SL Green Realty,SL Green Realty,2013,49,23,1561011,1489606,65,B,75,,71,A,Jeremy Bier (212) 216-1722 (p),,Hell's Kitchen
1010540041,"420 W 45th St, New York, NY 10036",GFP Real Estate,Newmark,2011,7,2,59152,49734,100,N (exempt),60,,70,B,Bernard Weitzman (212) 372-2348 (p),,Times Square
1011020018,"619 W 54th St, New York, NY 10019",Silverstein Properties,Silverstein Properties,2015,10,12,275000,206250,74.4,D,30,,52,B,,,Hell's Kitchen
1011050036,"600 W 58th St, New York, NY 10019",Durst Organization,Durst Organization,2015,10,1,143128,121658.8,100,N (exempt),4,,39,A,,,Midtown West
1011130051,"16 W 61st St, New York, NY 10023",Williams Equities,Colliers,2018,11,7,113100,96236,100,N (exempt),45,,67,B,Michael Berger (212) 716-3643 (p),,Upper West Side-Lincoln Square
1012590019,"23 W 43rd St, New York, NY 10036",APF Properties,Avison Young,2006,20,1,287894,244709.9,100,A,73,90,,B,,,Times Square
1012600024,"19 W 44th St, New York, NY 10036",SL Green Realty,JLL,2018,16,150,253442,222211,95.7,C,67,85,,A,,,Midtown-Times Square
1012600042,"2 W 45th St, New York, NY 10036",Joseph P. Day,Joseph P. Day,2014,16,58,119990,98336,85.9,C,65,,75,B,Craig Berman (212) 889-7460 (p),,Midtown-Times Square
1012600064,"56 W 45th St, New York, NY 10036",Gatsby,LSL Advisors,1988,17,1,58538,50098.47266,100,B,75,,77,B,Michael Hymowitz (212) 243-8349 (p),,Midtown-Times Square
1012600071,"1156 Ave Of The Americas, New York, NY 10036",APF Properties,Avison Young,2015,9,17,69481,59058.85,72.6,A,95,79,,B,John Ryan (212) 729-4971 (p),,Bryant Park
1012610016,"45 W 45th St, New York, NY 10036",AFIAA,Cushman & Wakefield,2018,16,13,108929,101929,85.7,C,59,,74,B,Harley Dalton (212) 589-5106 (p),,Midtown-Times Square
1012610019,"35 W 45th St, New York, NY 10036",Stahl Organization,Stahl Organization,2007,12,12,55623,48222,79.9,C,63,75,,B,Peter Occhi (212) 826-5503 (p),,Times Square
1012610021,"25 W 45th St, New York, NY 10036",APF Properties,Colliers,2018,16,1,187567,159431.95,100,B,70,83,,B,Joseph Mangiacotti (212) 716-3516 (p),,Times Square
1012610030,"7 W 45th St, New York, NY 10036",Durst Organization,LSL Advisors,1986,16,22,64206,58864,92.2,D,36,,62,B,Daniel Lolai (212) 278-8071 (p),,Midtown-Times Square
1012610034,"546 5 Ave, New York, NY 10036",Safra National Bank,CBRE,1989,12,1,183524,171497.7939,100,C,69,85,,B,,,Midtown-Times Square
1012610036,"550 5 Ave, New York, NY 10036",Safra National Bank,CBRE,2016,12,2,55779,50779,83,D,31,85,,C,,,Bryant Park
1012610042,"2 W 46th St, New York, NY 10036",Triangle Assets,Triangle Assets,2011,16,1,126754,112538.897,100,N (exempt),60,90,,B,Benjamin Stavrach (212) 398-1214 (p),,Midtown-Times Square
1012620024,"21 W 46th St, New York, NY 10036",Elo Realty,Elo Realty,2012,15,31,75008,69313,100,A,88,,90,B,Jack Elo (212) 997-5540 (p),,Midtown-Times Square
1012620048,"16 W 47th St, New York, NY 10036",Elo Realty,Elo Realty,2018,14,123,118292,102553,100,B,72,85,,B,,,Midtown-Times Square
1012620054,"30 W 47th St, New York, NY 10036",Elo Realty,Elo Realty,1984,10,72,55613,47945,100,B,63,,74,B,Jack Elo (212) 997-5540 (p),,Times Square
1012630007,"55 W 47th St, New York, NY 10036",Kaufman Organization,Central Management,2003,13,210,81726,49462,100,C,60,85,,B,Will Lee (347) 857-9844 (p),,Midtown-Times Square
1012630038,"590 5 Ave, New York, NY 10036",Fatollah Hematian,Eastwood Capital Properties,2006,18,14,101459,87484,100,D,50,75,,B,,,Midtown-Times Square
1012630051,"22 W 48th St, New York, NY 10036",Sioni Group,LSL Advisors,2013,15,60,88250,68618,100,A,99,,100,B,,,Midtown-Times Square
1012630059,"42 W 48th St, New York, NY 10036",Elo Realty,Elo Realty,2019,16,42,58201,54563,100,B,65,,76,B,Jason Elo (212) 997-5540 (p),,Times Square
1012630071,"1212 Ave Of The Americas, New York, NY 10036",Stawski Partners,JLL,2017,23,39,248896,181117.377,96.2,A,86,,76,A,Greg Wang (212) 632-1810 (p),,Midtown East
1012640040,"608 5 Ave, New York, NY 10020",Omnispective Management,CBRE,2011,11,1,136647,83548,100,C,78,,80,B,Michael Kazmierski (212) 471-4300 mkazmierski@kaufmanorganization.com,,Midtown-Times Square
1012670001,"1290 Ave Of The Americas, New York, NY 10104",Vornado Realty Trust,Cushman & Wakefield,2014,43,1,1920459,1614329.35,100,C,60,52,,A,Josh Kuriloff (212) 841-7894 (p),,Midtown-Times Square
1012670022,"15 W 51st St, New York, NY 10104",Sedesco,Cushman & Wakefield,2014,33,8,616778,392144,92,B,83,,80,B,Whitnee Williams (212) 954-0920 (p),,Midtown West
1012670034,"640 5 Ave, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2014,21,27,297437,210001,92.6,D,48,,70,B,,,Midtown-Times Square
1012670041,"650 5 Ave, New York, NY 10019",Wharton Properties,Cushman & Wakefield,2016,36,67,345909,276476,82.4,C,67,70,,A,Jon Fales (212) 841-5989 (p),,Midtown-Times Square
1012680001,"51 W 52nd St, New York, NY 10019",Harbor Group International,CBRE,2024,38,1,892704,786731,100,B,73,50,,A,Howard Fiddle (212) 984-6525 (p),,Midtown-Times Square
1012690001,"1330 Ave Of The Americas, New York, NY 10019",1330 CE26,JLL,2010,39,1,474244,276951,100,B,71,85,,A,Lance Yasinsky (212) 292-7592 (p),,Midtown-Times Square
1012700049,"20 W 55th St, New York, NY 10019",Passaic Investors,Newmark,1987,13,19,75000,70000,75.4,D,28,,56,B,William Cohen (212) 372-2233 (p),,Midtown-Times Square
1012700071,"1350 Ave Of The Americas, New York, NY 10019",SL Green Realty,SL Green Realty,2017,34,32,568710,479816,76.1,B,72,85,,A,Gary Rosen (212) 216-1687 (p),,Midtown-Times Square
1012710038,"712 5 Ave, New York, NY 10019",Paramount Group,Newmark,1988,50,73,543411,462198,80.7,B,80,85,,A,David Falk (212) 372-2271 (p),LEED Platinum,Bryant Park
1012710071,"1370 Ave Of The Americas, New York, NY 10019",Barings,CBRE,2002,32,87,311501,239756.8093,82.6,D,55,58,,A,Paul Amrich (212) 984-8122 (p),,Midtown
1012720034,"720 5 Ave, New York, NY 10019",Promenade Real Estate,Resolution Real Estate,2021,15,18,113292,67975,100,C,64,,76,B,,,Midtown-Times Square
1012720066,"48 W 57th St, New York, NY 10019",Vornado Realty Trust,Vornado Realty Trust,2000,16,25,76843,51177,86.3,D,26,,61,B,Anthony Cugini (212) 894-7425 (p),,Midtown-Times Square
1012730001,"1400 Ave Of The Americas, New York, NY 10019",Empire State Realty Trust,Newmark,1989,18,93,158597,132761,98.4,B,76,,74,A,Erik Harris (212) 372-2105 (p),,Midtown-Times Square
1012730012,"37 W 57th St, New York, NY 10019",Sedesco,Newmark,2023,13,2,69649,58113,100,N (exempt),57,100,,B,Nathan Kropp (212) 372-2056 (p),,Midtown West
1012750001,"461 5 Ave, New York, NY 10017",SL Green Realty,Newmark,1988,26,8,238748,194929,96.9,B,72,90,,A,,,Midtown-Times Square
1012750012,"15 E 40th St, New York, NY 10016",Ya Zhou Wen Hua,Douglas Elliman,2013,12,14,57653,55643,100,B,80,,77,A,,,Midtown East
1012750014,"284 Madison Ave, New York, NY 10017",APF Properties,Avison Young,2016,23,27,102079,86767.15,78.4,D,50,80,,B,John Ryan (212) 729-4971 (p),,Flatiron
1012750023,"285 Madison Ave, New York, NY 10017",SL Green Realty,Newmark,2013,25,11,477127,386052,96.9,C,68,,71,A,Daniel Levine (212) 372-2319 (p),,Midtown-Times Square
1012750027,"100 Park Ave, New York, NY 10017",SL Green Realty,Cushman & Wakefield,2008,36,1,861569,756583,100,B,81,94,,A,Tara Stacom (212) 841-7843 (p),,Midtown-Times Square
1012750059,"292 Madison Ave, New York, NY 10017",American Exchange Group,Newmark,2018,24,1,170230,165230,100,A,87,85,,A,Erik Harris (212) 372-2105 (p),,Midtown-Times Square
1012770014,"330 Madison Ave, New York, NY 10017",Vornado Realty Trust,JLL,2012,40,70,733001,712616,98.8,B,83,85,,A,Frank Doyle (212) 812-5759 (p),,Flatiron
1012770069,"511 5 Ave, New York, NY 10017",Aurora Capital Associates,Newmark,1983,17,1,125632,106787.2,100,A,23,,51,B,,,Midtown-Times Square
1012780001,"521 5 Ave, New York, NY 10018",Savanna Real Estate Fund,CBRE,2019,38,61,446045,401183,81.6,B,70,55,,A,Peter Turchin (212) 984-8364 (p),,Midtown-Times Square
1012780014,"340 Madison Ave, New York, NY 10173",Barings,CBRE,2025,22,214,647001,537616,95.3,A,86,,76,A,,,Midtown-Times Square
1012780069,"529 5 Ave, New York, NY 10173",Empire State Realty Trust,JLL,2016,19,29,271266,242426,79.3,A,87,,80,A,Lance Yasinsky (212) 292-7592 (p),,Midtown-Times Square
1012790057,"352 Madison Ave, New York, NY 10017",RFR Realty,Metropolitan Transportation Authority,2001,25,2,380775,344482,90.1,B,78,,75,B,,,Midtown-Times Square
1012790069,"545 5 Ave, New York, NY 10017",Moinian Group,Cushman & Wakefield,1985,13,41,180349,150334,90.3,D,53,76,,B,,,Midtown-Times Square
1012810059,"18 E 46th St, New York, NY 10017",Klosed Properties,Resolution Real Estate,2020,15,35,87016,77716,75.4,C,63,,82,B,Jeffrey Zund (212) 519-2032 (p),Energy Star,Midtown-Times Square
1012810069,"553 5 Ave, New York, NY 10017",SL Green Realty,CBRE,2017,19,21,34137,169667,70.1,C,17,,54,B,Joe Cybulski (212) 984-6631 (p),,Midtown-Times Square
1012830017,"400 Madison Ave, New York, NY 10017",SL Green Realty,Cushman & Wakefield,1985,20,70,146191,138344,88.4,A,86,100,,A,,,Midtown-Times Square
1012830069,"589 5 Ave, New York, NY 10017",Mactaggart Family,Newmark,2013,17,2,183902,116082,92,C,40,75,,A,Brett Harvey (212) 372-2099 (p),,Midtown-Times Square
1012840007,"7 E 48th St, New York, NY 10017",Sioni Group,LSL Advisors,1984,45,38,656428,566807.9976,72.2,A,92,85,,B,Daniel Lolai (212) 278-8071 (p),LEED Gold,Midtown East
1012840056,"424 Madison Ave, New York, NY 10017",BLDG Management Co.,JLL,1999,15,22,62237,62237,91.7,C,55,,70,B,Nicole Danyi (646) 943-0819 (p),,Midtown-Times Square
1012850021,"437 Madison Ave, New York, NY 10022",Kaufman Organization,Sage,2015,39,102,800694,534889.7673,88.6,D,49,50,,A,Michael Lenchner (212) 755-5151 (p),,Midtown-Times Square
1012860043,"34 E 51st St, New York, NY 10022",Sedesco,Newmark,2013,21,2,74455,65936,93.6,F,57,,69,A,Brett Harvey (212) 372-2099 (p),,Upper East Side
1012870014,488 MADISON AVENUE,Feil Organization,Feil Organization,1997,23,7,492669,372214,94.5,A,87,,79,A,,,Midtown-Times Square
1012870021,"477 Madison Ave, New York, NY 10022",RFR Realty,CBRE,2019,23,39,262297,256297,81.6,A,94,,81,A,Alex D'Amario (212) 984-6697 (p),,Midtown-Times Square
1012870033,"350 Park Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1984,31,2,541896,51086.1,100,C,56,38,,A,,,Midtown-Times Square
1012870052,"485 Madison Ave, New York, NY 10022",Jack Resnick & Sons,Jack Resnick & Sons,1997,24,1,263067,207967.8,100,A,89,100,,A,,,Midtown-Times Square
1012880001,"655 5 Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,2003,9,1,52400,44397,100,N (exempt),32,,64,B,,,Bryant Park
1012880007,"10 E 53rd St, New York, NY 10022",SL Green Realty,SL Green Realty,2014,38,30,317071,317071,100,D,34,75,,A,Gary Rosen (212) 216-1687 (p),,Midtown-Times Square
1012890021,"515 Madison Ave, New York, NY 10022",GFP Real Estate,GFP Real Estate,2017,42,86,331020,300160,92.6,A,81,,74,A,Martin McGrath (212) 688-4730 (p),,Flatiron
1012890052,"527 Madison Ave, New York, NY 10022",Mitsui Fudosan America,Cushman & Wakefield,1985,25,31,197948,182007,96.8,B,66,,70,A,,,Flatiron
1012900001,"689 5 Ave, New York, NY 10022",Vornado Realty Trust,Vornado Realty Trust,1989,14,23,103060,78074,100,C,56,57,,B,,,Midtown-Times Square
1012900003,"693 5 Ave, New York, NY 10022",Fimalac,Colliers,1991,20,4,101319,86500,71.3,B,76,,83,B,,,Bryant Park
1012900006,"3 E 54th St, New York, NY 10022",Cohen Brothers,Cohen Brothers,1985,19,45,297638,206992,100,A,100,,88,B,Marc Horowitz (212) 590-5224 (p),,Midtown-Times Square
1012900037,"410 Park Ave, New York, NY 10022",Global Holdings Management,JLL,2018,21,1,249417,228665,100,A,90,75,,A,,,Upper East Side
1012900044,"66 E 55th St, New York, NY 10022",Tak Development,JLL,1985,25,1,135000,114750,100,A,77,80,,A,Diana Biasotti (212) 812-5751 (p),,Upper East Side
